Customer ID;Customer Name;Segment;Postal Code
AM-10360;Alice McCarthy;Corporate;90032
SC-20260;Scott Cohen;Corporate;94122
CP-12340;Christine Phan;Corporate;10024
RF-19840;Roy Französisch;Consumer;43229
AB-10060;Adam Bellavance;Home Office;22980
EH-13990;Erica Hackney;Consumer;95823
MN-17935;Michael Nguyen;Consumer;20735
KL-16555;Kelly Lampkin;Corporate;45014
MP-17965;Michael Paige;Corporate;2886
BF-11020;Barry Französisch;Corporate;60505
TP-21130;Theone Pippenger;Consumer;30080
MS-17770;Maxwell Schwartz;Consumer;43229
KM-16375;Katherine Murray;Home Office;91360
BE-11455;Brad Eason;Home Office;44052
CV-12295;Christina VanderZanden;Consumer;93727
DK-13375;Dennis Kane;Consumer;92105
SG-20605;Speros Goranitis;Consumer;10009
CS-12355;Christine Sundaresam;Consumer;2148
PJ-18835;Patrick Jones;Corporate;10035
NP-18700;Nora Preis;Consumer;94109
SB-20290;Sean Braxton;Corporate;29501
HM-14860;Harry Marie;Corporate;77340
MG-18145;Mike Gockenbach;Consumer;90045
TM-21010;Tamara Manning;Consumer;94122
BE-11335;Bill Eplett;Home Office;94122
AS-10630;Ann Steele;Home Office;19120
EM-13810;Eleni McCrary;Corporate;90036
JA-15970;Joseph Airdo;Consumer;90045
TB-21595;Troy Blackwell;Consumer;53209
PP-18955;Paul Prost;Home Office;1040
ML-18040;Michelle Lonsdale;Corporate;87105
LC-16930;Linda Cazamias;Corporate;89431
MC-17590;Matt Collister;Corporate;92236
CR-12580;Clay Rozendal;Home Office;60126
SV-20935;Susan Vittorini;Consumer;45014
MZ-17515;Mary Zewe;Corporate;76017
RB-19795;Ross Baird;Home Office;94110
HM-14860;Harry Marie;Corporate;98103
AZ-10750;Annie Zypern;Consumer;10009
JH-15910;Jonathan Howell;Consumer;77070
PJ-18835;Patrick Jones;Corporate;22153
CA-12265;Christina Anderson;Consumer;87401
PW-19240;Pierre Wener;Consumer;80027
SW-20455;Shaun Weien;Consumer;33614
AF-10870;Art Ferguson;Consumer;7055
AM-10705;Anne McFarland;Consumer;90004
BD-11320;Bill Donatelli;Consumer;19143
CM-12385;Christopher Martinez;Consumer;29406
CS-12400;Christopher Schild;Home Office;95123
DB-13405;Denny Blanton;Consumer;10011
JG-15160;James Galang;Consumer;7060
SC-20380;Shahid Collister;Consumer;98115
CS-12460;Chuck Sachs;Consumer;10009
MK-18160;Mike Kennedy;Consumer;23602
CM-11935;Carlos Meador;Consumer;28314
PF-19225;Phillip Flathmann;Consumer;90032
GM-14695;Greg Maxwell;Corporate;90036
DC-12850;Dan Campbell;Consumer;10011
FO-14305;Frank Olsen;Consumer;75220
AH-10210;Alan Hwang;Consumer;98105
KN-16705;Kristina Nunn;Home Office;98105
CB-12535;Claudia Bergmann;Corporate;19711
TB-21250;Tim Brockman;Consumer;10024
KD-16345;Katherine Ducich;Consumer;90049
JM-15865;John Murray;Consumer;14701
KT-16480;Kean Thornton;Consumer;77095
SC-20575;Sonia Cooley;Consumer;46544
BS-11800;Bryan Spruell;Home Office;92037
BT-11395;Bill Tyler;Corporate;94109
DC-12850;Dan Campbell;Consumer;33178
LS-17200;Luke Schmidt;Corporate;60076
RR-19315;Ralph Ritter;Consumer;94110
KL-16645;Ken Lonsdale;Consumer;94122
RB-19435;Richard Bierner;Consumer;77070
MY-17380;Maribeth Yedwab;Corporate;90045
AW-10930;Arthur Wiediger;Home Office;73120
KW-16570;Kelly Williams;Consumer;71203
DB-12910;Daniel Byrd;Home Office;33614
BB-11545;Brenda Bowman;Corporate;60623
NP-18700;Nora Preis;Consumer;43402
PB-19105;Peter Bühler;Consumer;77095
DW-13585;Dorothy Wardle;Corporate;7090
CD-12790;Cynthia Delaney;Home Office;73120
TT-21220;Thomas Thornton;Consumer;77041
DB-12910;Daniel Byrd;Home Office;33311
DJ-13510;Don Jones;Corporate;72209
DL-13495;Dionis Lloyd;Corporate;19120
LO-17170;Lori Olson;Corporate;92253
SV-20365;Seth Vernon;Consumer;44105
EM-13810;Eleni McCrary;Corporate;94122
KD-16615;Ken Dana;Corporate;85254
NB-18580;Nicole Brennan;Corporate;19134
AP-10720;Anne Pryor;Home Office;2148
JE-15745;Joel Eaton;Consumer;95123
JM-15865;John Murray;Consumer;85023
AB-10105;Adrian Barton;Consumer;42420
PN-18775;Parhena Norris;Home Office;29203
JC-15775;John Castell;Consumer;32303
PF-19165;Philip Fox;Consumer;10035
BW-11110;Bart Watters;Corporate;77070
BP-11185;Ben Peterman;Corporate;33065
TM-21010;Tamara Manning;Consumer;84057
MB-17305;Maria Bertelson;Consumer;37211
HR-14830;Harold Ryan;Corporate;10009
BD-11635;Brian Derr;Consumer;42104
SF-20200;Sarah Foster;Consumer;98226
SP-20620;Stefania Perrino;Corporate;10011
DR-12880;Dan Reichenbach;Corporate;43055
VM-21685;Valerie Mitchum;Home Office;60098
CM-12235;Chris McAfee;Consumer;75007
SM-20320;Sean Miller;Home Office;47905
RA-19885;Ruben Ausman;Corporate;31907
SD-20485;Shirley Daniels;Home Office;22304
CS-12250;Chris Selesnick;Corporate;76117
RA-19285;Ralph Arnett;Consumer;10024
BF-11005;Barry Franz;Home Office;90004
SE-20110;Sanjit Engle;Consumer;60090
RS-19765;Roland Schwarz;Corporate;29483
BM-11650;Brian Moss;Corporate;47201
SK-19990;Sally Knutson;Consumer;10024
EN-13780;Edward Nazzal;Consumer;10035
KN-16450;Kean Nguyen;Corporate;32216
MG-17890;Michael Granlund;Home Office;92024
MC-17590;Matt Collister;Corporate;76017
BO-11350;Bill Overfelt;Corporate;90045
AG-10300;Aleksandra Gannaway;Corporate;90049
MS-17365;Maribeth Schnelling;Consumer;94110
JM-15655;Jim Mitchum;Corporate;88220
MC-17635;Matthew Clasen;Corporate;63116
TA-21385;Tom Ashbrook;Home Office;10024
SB-20290;Sean Braxton;Corporate;45503
AB-10150;Aimee Bixby;Consumer;74133
JF-15295;Jason Fortune-;Consumer;98103
BF-10975;Barbara Fisher;Corporate;28314
TT-21265;Tim Taslimi;Corporate;90045
SB-20170;Sarah Bern;Consumer;10035
LM-17065;Liz MacKendrick;Consumer;71901
KA-16525;Kelly Andreada;Consumer;60505
BF-11170;Ben Ferrer;Home Office;27604
TB-21400;Tom Boeckenhauer;Consumer;74133
SH-19975;Sally Hughsby;Corporate;92345
AS-10225;Alan Schoenberger;Corporate;84604
PK-19075;Pete Kriz;Consumer;94110
HR-14830;Harold Ryan;Corporate;85234
DG-13300;Deirdre Greer;Corporate;10035
CL-12700;Craig Leslie;Home Office;65807
HF-14995;Herbert Flentye;Consumer;38109
HG-15025;Hunter Glantz;Consumer;79109
NL-18310;Nancy Lomonaco;Home Office;90045
RR-19525;Rick Reed;Corporate;1852
TC-21295;Toby Carlisle;Consumer;92024
DB-13615;Doug Bickford;Consumer;28806
SV-20785;Stewart Visinsky;Consumer;81001
MH-18115;Mick Hernandez;Home Office;49201
CT-11995;Carol Triggs;Consumer;90004
KB-16315;Karl Braun;Consumer;27360
RA-19285;Ralph Arnett;Consumer;61604
YC-21895;Yoseph Carroll;Corporate;90032
RA-19915;Russell Applegate;Consumer;60653
CM-12160;Charles McCrossin;Consumer;19134
CS-12130;Chad Sievert;Consumer;80112
AJ-10795;Anthony Johnson;Corporate;98115
DL-12865;Dan Lawera;Consumer;33012
BE-11410;Bobby Elias;Consumer;43130
SM-20320;Sean Miller;Home Office;32216
RP-19390;Resi Pölking;Consumer;21215
JD-16015;Joy Daniels;Consumer;10009
AB-10255;Alejandro Ballentine;Home Office;88220
CC-12145;Charles Crestani;Consumer;90049
GH-14425;Gary Hwang;Consumer;32216
CP-12085;Cathy Prescott;Corporate;44107
GM-14440;Gary McGarr;Consumer;12180
LC-16885;Lena Creighton;Consumer;28403
BT-11305;Beth Thompson;Home Office;98105
CP-12085;Cathy Prescott;Corporate;10024
SC-20680;Steve Carroll;Home Office;31907
DK-13375;Dennis Kane;Consumer;10024
SE-20110;Sanjit Engle;Consumer;92627
LF-17185;Luke Foster;Consumer;77095
ON-18715;Odella Nelson;Corporate;27511
TB-21400;Tom Boeckenhauer;Consumer;22304
DF-13135;David Flashing;Consumer;94591
EP-13915;Emily Phan;Consumer;19120
SK-19990;Sally Knutson;Consumer;43615
FH-14350;Fred Harton;Consumer;98105
EH-13945;Eric Hoffmann;Consumer;7060
JE-15715;Joe Elijah;Consumer;88001
KL-16645;Ken Lonsdale;Consumer;19711
EB-13750;Edward Becker;Corporate;35244
BD-11725;Bruce Degenhardt;Consumer;43055
MS-17530;MaryBeth Skach;Consumer;92037
SC-20770;Stewart Carmichael;Corporate;94122
FM-14380;Fred McMath;Consumer;28540
KT-16480;Kean Thornton;Consumer;2038
AP-10720;Anne Pryor;Home Office;75034
RH-19555;Ritsa Hightower;Consumer;32303
CS-11950;Carlos Soltero;Consumer;98115
TM-21010;Tamara Manning;Consumer;95687
HF-14995;Herbert Flentye;Consumer;90008
GA-14515;George Ashbrook;Consumer;94122
ES-14020;Erica Smith;Consumer;10035
JP-16135;Julie Prescott;Home Office;31907
Dp-13240;Dean percer;Home Office;84107
NK-18490;Neil Knudson;Home Office;94110
PL-18925;Paul Lucas;Home Office;19140
RW-19690;Robert Waldorf;Consumer;19134
MO-17950;Michael Oakman;Consumer;75220
JJ-15445;Jennifer Jackson;Consumer;53186
BT-11680;Brian Thompson;Consumer;33311
RD-19585;Rob Dowd;Consumer;48205
ML-17755;Max Ludwig;Home Office;45503
JE-15745;Joel Eaton;Consumer;92037
ER-13855;Elpida Rittenbach;Corporate;80906
JM-15535;Jessica Myrick;Consumer;93309
SS-20140;Saphhira Shifley;Corporate;33068
TC-21295;Toby Carlisle;Consumer;10035
HG-15025;Hunter Glantz;Consumer;55044
LD-17005;Lisa DeCherney;Consumer;48234
AS-10285;Alejandro Savely;Corporate;19134
MP-17965;Michael Paige;Corporate;45373
CD-12790;Cynthia Delaney;Home Office;90036
MD-17860;Michael Dominguez;Corporate;78415
BM-11650;Brian Moss;Corporate;68104
KN-16450;Kean Nguyen;Corporate;90278
IG-15085;Ivan Gibson;Consumer;72209
JS-15595;Jill Stevenson;Corporate;33180
GA-14725;Guy Armstrong;Consumer;97301
DL-13330;Denise Leinenbach;Consumer;88001
CS-12505;Cindy Stewart;Consumer;94122
CC-12145;Charles Crestani;Consumer;79907
MH-18025;Michelle Huthwaite;Consumer;98115
MP-18175;Mike Pelletier;Home Office;53209
DR-12940;Daniel Raglin;Home Office;2038
DM-13015;Darrin Martin;Consumer;92024
BD-11620;Brian DeCherney;Consumer;92804
DC-12850;Dan Campbell;Consumer;76017
MT-18070;Michelle Tran;Home Office;77041
MJ-17740;Max Jones;Consumer;43130
ND-18370;Natalie DeCherney;Consumer;97206
CA-11965;Carol Adams;Corporate;35244
GA-14725;Guy Armstrong;Consumer;90036
TC-21295;Toby Carlisle;Consumer;32303
JB-15400;Jennifer Braxton;Corporate;10009
CK-12325;Christine Kargatis;Home Office;23320
RL-19615;Rob Lucas;Consumer;28314
AC-10660;Anna Chung;Consumer;77340
BH-11710;Brosina Hoffman;Consumer;19140
BG-11695;Brooke Gillingham;Corporate;60098
XP-21865;Xylona Preis;Consumer;2149
SN-20560;Skye Norling;Home Office;60653
DM-13345;Denise Monton;Corporate;30076
AJ-10780;Anthony Jacobs;Corporate;32137
KC-16255;Karen Carlisle;Corporate;19120
VF-21715;Vicky Freymann;Home Office;47201
SV-20935;Susan Vittorini;Consumer;11572
EM-13810;Eleni McCrary;Corporate;2038
RB-19360;Raymond Buch;Consumer;57103
DJ-13510;Don Jones;Corporate;92037
CC-12370;Christopher Conant;Consumer;28314
SC-20380;Shahid Collister;Consumer;30318
RH-19495;Rick Hansen;Consumer;32839
JK-15370;Jay Kimmel;Consumer;94122
AF-10885;Art Foster;Consumer;43615
LC-16885;Lena Creighton;Consumer;33710
BF-11275;Beth Fritzler;Corporate;85705
SC-20800;Stuart Calhoun;Consumer;90036
SW-20275;Scott Williamson;Consumer;92105
MC-17845;Michael Chen;Consumer;10035
TD-20995;Tamara Dahlen;Consumer;92037
Dp-13240;Dean percer;Home Office;7090
SD-20485;Shirley Daniels;Home Office;7050
TM-21010;Tamara Manning;Consumer;60098
BK-11260;Berenike Kampe;Consumer;94110
JF-15490;Jeremy Farry;Consumer;94122
EP-13915;Emily Phan;Consumer;85281
EP-13915;Emily Phan;Consumer;90008
KH-16630;Ken Heidel;Corporate;98105
HG-14845;Harry Greene;Consumer;70601
JC-16105;Julie Creighton;Corporate;14609
KM-16720;Kunst Miller;Consumer;11561
EB-13975;Erica Bern;Corporate;28205
PW-19240;Pierre Wener;Consumer;77036
PG-18895;Paul Gonzalez;Consumer;10035
DB-12910;Daniel Byrd;Home Office;31907
CR-12730;Craig Reiter;Consumer;60610
KH-16330;Katharine Harms;Corporate;60035
DL-12925;Daniel Lacy;Consumer;55122
ME-17725;Max Engle;Consumer;98103
VD-21670;Valerie Dominguez;Consumer;33065
CK-12205;Chloris Kastensmidt;Consumer;11550
DL-12925;Daniel Lacy;Consumer;46060
SE-20110;Sanjit Engle;Consumer;75220
LS-17200;Luke Schmidt;Corporate;19140
MM-17920;Michael Moore;Consumer;94109
DB-13270;Deborah Brumfield;Home Office;78745
RW-19630;Rob Williams;Corporate;48234
JM-16195;Justin MacKendrick;Consumer;13601
BP-11155;Becky Pak;Consumer;31907
CT-11995;Carol Triggs;Consumer;55124
TH-21550;Tracy Hopkins;Home Office;27217
ME-17320;Maria Etezadi;Home Office;48601
TT-21220;Thomas Thornton;Consumer;94109
GT-14710;Greg Tran;Consumer;98105
JD-16150;Justin Deggeller;Corporate;53209
MC-18100;Mick Crebagga;Consumer;90049
LH-17020;Lisa Hazard;Consumer;94122
MP-18175;Mike Pelletier;Home Office;92024
EM-14140;Eugene Moren;Home Office;85301
GG-14650;Greg Guthrie;Corporate;10035
MA-17995;Michelle Arnett;Home Office;13601
SH-20395;Shahid Hopkins;Consumer;45503
KT-16465;Kean Takahito;Consumer;90032
PO-19180;Philisse Overcash;Home Office;98115
AY-10555;Andy Yotov;Corporate;92054
Co-12640;Corey-Lock;Consumer;60076
JF-15565;Jill Fjeld;Consumer;28314
AR-10510;Andrew Roberts;Consumer;74133
AG-10675;Anna Gayman;Consumer;75002
DV-13045;Darrin Van Huff;Corporate;19143
HL-15040;Hunter Lopez;Consumer;14609
ND-18370;Natalie DeCherney;Consumer;29464
GB-14575;Giulietta Baptist;Consumer;19134
CL-12565;Clay Ludtke;Consumer;98115
RC-19960;Ryan Crowe;Consumer;97477
JB-16045;Julia Barnett;Home Office;31907
MC-17635;Matthew Clasen;Corporate;90032
TT-21265;Tim Taslimi;Corporate;10024
MJ-17740;Max Jones;Consumer;48227
AT-10735;Annie Thurman;Consumer;95207
PB-19150;Philip Brown;Consumer;85023
NW-18400;Natalie Webber;Consumer;19120
VP-21730;Victor Preis;Home Office;48310
RD-19810;Ross DeVincentis;Home Office;14609
MG-17875;Michael Grace;Home Office;10011
PA-19060;Pete Armstrong;Home Office;54703
CR-12730;Craig Reiter;Consumer;10009
AA-10375;Allen Armold;Consumer;91730
JG-15160;James Galang;Consumer;42071
RR-19525;Rick Reed;Corporate;43615
SR-20425;Sharelle Roach;Home Office;80027
LS-16975;Lindsay Shagiari;Home Office;10035
MH-18115;Mick Hernandez;Home Office;78577
SC-20095;Sanjit Chand;Consumer;84084
JB-16000;Joy Bell-;Consumer;78521
AC-10450;Amy Cox;Consumer;10011
MO-17800;Meg O'Connel;Home Office;19140
RB-19645;Robert Barroso;Corporate;59102
AI-10855;Arianne Irving;Consumer;23320
DR-12880;Dan Reichenbach;Corporate;97030
DM-12955;Dario Medina;Corporate;48146
JH-16180;Justin Hirsh;Consumer;97030
AB-10060;Adam Bellavance;Home Office;19143
BD-11605;Brian Dahlen;Consumer;71203
AS-10045;Aaron Smayling;Corporate;91104
ZD-21925;Zuschuss Donatelli;Consumer;37421
KF-16285;Karen Ferguson;Home Office;90805
BP-11230;Benjamin Patterson;Consumer;45373
CC-12430;Chuck Clark;Home Office;55407
DB-13615;Doug Bickford;Consumer;98105
TC-21475;Tony Chapman;Home Office;31907
NZ-18565;Nick Zandusky;Home Office;83642
SW-20350;Sean Wendt;Home Office;48227
TS-21370;Todd Sumrall;Corporate;60623
DM-13345;Denise Monton;Corporate;43055
RE-19450;Richard Eichhorn;Consumer;75081
JD-16150;Justin Deggeller;Corporate;19711
BF-11215;Benjamin Farhat;Home Office;87105
ML-17755;Max Ludwig;Home Office;43615
YC-21895;Yoseph Carroll;Corporate;19711
LR-16915;Lena Radford;Consumer;90045
BS-11755;Bruce Stewart;Consumer;90032
KM-16375;Katherine Murray;Home Office;75217
BT-11530;Bradley Talbott;Home Office;92037
KB-16405;Katrina Bavinger;Home Office;92307
DW-13480;Dianna Wilson;Home Office;40214
JC-15340;Jasper Cacioppo;Consumer;10024
TP-21415;Tom Prescott;Consumer;77070
DB-12910;Daniel Byrd;Home Office;42420
BH-11710;Brosina Hoffman;Consumer;19711
TD-20995;Tamara Dahlen;Consumer;60440
CV-12805;Cynthia Voltz;Corporate;76106
CS-12355;Christine Sundaresam;Consumer;10024
JG-15310;Jason Gross;Corporate;2908
JP-16135;Julie Prescott;Home Office;43229
EC-14050;Erin Creighton;Consumer;10024
KH-16630;Ken Heidel;Corporate;77070
FG-14260;Frank Gastineau;Home Office;60505
AA-10480;Andrew Allen;Consumer;65807
MS-17770;Maxwell Schwartz;Consumer;98105
JE-15610;Jim Epp;Corporate;33801
EB-14110;Eugene Barchas;Consumer;19134
BP-11155;Becky Pak;Consumer;10011
CC-12100;Chad Cunningham;Home Office;90049
JP-15460;Jennifer Patt;Corporate;11572
LS-16975;Lindsay Shagiari;Home Office;75081
JL-15850;John Lucas;Consumer;10035
CY-12745;Craig Yedwab;Corporate;78207
RB-19360;Raymond Buch;Consumer;45231
AR-10825;Anthony Rawles;Corporate;78745
CS-11845;Cari Sayre;Corporate;98105
AR-10825;Anthony Rawles;Corporate;90004
RD-19810;Ross DeVincentis;Home Office;10035
KH-16510;Keith Herrera;Consumer;98103
NF-18385;Natalie Fritzler;Consumer;43055
SM-20950;Suzanne McNair;Corporate;55369
GH-14410;Gary Hansen;Home Office;85301
EM-13810;Eleni McCrary;Corporate;10009
DB-13210;Dean Braden;Consumer;28540
PT-19090;Pete Takahito;Consumer;77070
HF-14995;Herbert Flentye;Consumer;94109
KW-16435;Katrina Willman;Consumer;48911
KC-16675;Kimberly Carter;Corporate;32303
PK-19075;Pete Kriz;Consumer;29203
KT-16465;Kean Takahito;Consumer;60623
EP-13915;Emily Phan;Consumer;48227
AP-10915;Arthur Prichep;Consumer;80525
SH-20395;Shahid Hopkins;Consumer;10024
SM-20950;Suzanne McNair;Corporate;10011
BM-11650;Brian Moss;Corporate;21044
TC-20980;Tamara Chand;Corporate;77041
KB-16585;Ken Black;Corporate;1852
JE-16165;Justin Ellison;Corporate;95695
DR-12940;Daniel Raglin;Home Office;60610
RW-19630;Rob Williams;Corporate;10035
ML-18040;Michelle Lonsdale;Corporate;77489
JL-15130;Jack Lebron;Consumer;77036
CM-12655;Corinna Mitchell;Home Office;39212
FH-14365;Fred Hopkins;Corporate;10009
EH-13945;Eric Hoffmann;Consumer;85281
TB-21280;Toby Braunhardt;Consumer;28540
AH-10030;Aaron Hawkins;Corporate;19134
TT-21070;Ted Trevino;Consumer;44312
RD-19900;Ruben Dartt;Consumer;92037
LA-16780;Laura Armstrong;Corporate;93727
SH-19975;Sally Hughsby;Corporate;77581
SF-20200;Sarah Foster;Consumer;47374
TH-21235;Tiffany House;Corporate;19134
VG-21790;Vivek Gonzalez;Consumer;94403
NP-18325;Naresj Patel;Consumer;94601
FH-14275;Frank Hawley;Corporate;10024
JP-15460;Jennifer Patt;Corporate;8701
ES-14080;Erin Smith;Corporate;85281
KL-16645;Ken Lonsdale;Consumer;10035
BN-11515;Bradley Nguyen;Consumer;10009
ND-18370;Natalie DeCherney;Consumer;77095
JL-15130;Jack Lebron;Consumer;92503
RC-19825;Roy Collins;Consumer;6824
CC-12475;Cindy Chapman;Consumer;10024
DW-13195;David Wiener;Corporate;77095
CK-12760;Cyma Kinney;Corporate;22204
EG-13900;Emily Grady;Consumer;60623
SJ-20215;Sarah Jordon;Consumer;75051
BP-11185;Ben Peterman;Corporate;98103
SJ-20125;Sanjit Jacobs;Home Office;98103
MC-17590;Matt Collister;Corporate;49505
BG-11740;Bruce Geld;Consumer;19120
MA-17560;Matt Abelman;Home Office;60610
CC-12220;Chris Cortes;Consumer;98105
RA-19885;Ruben Ausman;Corporate;32216
DK-12835;Damala Kotsonis;Corporate;37064
LB-16795;Laurel Beltran;Home Office;60035
CM-11815;Candace McMahon;Corporate;77506
TS-21205;Thomas Seio;Corporate;94109
RF-19345;Randy Ferguson;Corporate;33180
JF-15565;Jill Fjeld;Consumer;19120
EH-14185;Evan Henry;Consumer;35601
VW-21775;Victoria Wilson;Corporate;57103
KN-16450;Kean Nguyen;Corporate;93277
SJ-20215;Sarah Jordon;Consumer;90049
PS-19045;Penelope Sewall;Home Office;90032
KM-16225;Kalyca Meade;Corporate;66212
GM-14695;Greg Maxwell;Corporate;22304
KT-16465;Kean Takahito;Consumer;27604
MH-17785;Maya Herman;Corporate;10035
AF-10885;Art Foster;Consumer;45014
JP-16135;Julie Prescott;Home Office;74403
RD-19585;Rob Dowd;Consumer;92592
JF-15295;Jason Fortune-;Consumer;48310
CK-12595;Clytie Kelty;Consumer;92024
KH-16510;Keith Herrera;Consumer;75081
CM-12655;Corinna Mitchell;Home Office;10035
EB-13870;Emily Burns;Consumer;85023
MW-18235;Mitch Willingham;Corporate;94122
CS-11950;Carlos Soltero;Consumer;19140
SP-20620;Stefania Perrino;Corporate;78041
GT-14635;Grant Thornton;Corporate;10009
LW-17215;Luke Weiss;Consumer;10035
AH-10030;Aaron Hawkins;Corporate;39503
TH-21100;Thea Hendricks;Consumer;92037
HG-15025;Hunter Glantz;Consumer;11572
EB-13750;Edward Becker;Corporate;78664
SC-20725;Steven Cartwright;Consumer;92374
TS-21505;Tony Sayre;Consumer;38401
TH-21550;Tracy Hopkins;Home Office;10009
KD-16270;Karen Daniels;Consumer;77095
GM-14455;Gary Mitchum;Home Office;60653
PR-18880;Patrick Ryan;Consumer;94601
TB-21055;Ted Butterfield;Consumer;2169
ON-18715;Odella Nelson;Corporate;92399
AH-10195;Alan Haines;Corporate;60623
NM-18520;Neoma Murray;Consumer;98105
AR-10510;Andrew Roberts;Consumer;10024
BM-11650;Brian Moss;Corporate;92037
CA-12310;Christine Abelman;Corporate;6010
NF-18595;Nicole Fjeld;Home Office;60610
AF-10870;Art Ferguson;Consumer;60610
TC-21535;Tracy Collins;Home Office;10024
Dp-13240;Dean percer;Home Office;2151
MC-17425;Mark Cousins;Corporate;77036
LC-17050;Liz Carlisle;Consumer;92691
BM-11650;Brian Moss;Corporate;75217
NW-18400;Natalie Webber;Consumer;89115
TB-21280;Toby Braunhardt;Consumer;73071
BS-11755;Bruce Stewart;Consumer;94122
SO-20335;Sean O'Donnell;Consumer;11550
CS-12490;Cindy Schnelling;Corporate;77301
PO-19180;Philisse Overcash;Home Office;77095
TD-20995;Tamara Dahlen;Consumer;19120
SP-20620;Stefania Perrino;Corporate;33614
MS-17365;Maribeth Schnelling;Consumer;10035
Dp-13240;Dean percer;Home Office;28205
DB-13660;Duane Benoit;Consumer;75081
MG-17650;Matthew Grinstein;Home Office;98103
EH-14185;Evan Henry;Consumer;77506
CL-11890;Carl Ludwig;Consumer;19143
KF-16285;Karen Ferguson;Home Office;46203
DH-13075;Dave Hallsten;Corporate;40475
LA-16780;Laura Armstrong;Corporate;60477
HZ-14950;Henia Zydlo;Consumer;77095
CM-12190;Charlotte Melton;Consumer;90004
LB-16795;Laurel Beltran;Home Office;43229
JF-15490;Jeremy Farry;Consumer;43229
GM-14695;Greg Maxwell;Corporate;94122
SS-20590;Sonia Sunley;Consumer;53711
TC-21475;Tony Chapman;Home Office;80013
CC-12430;Chuck Clark;Home Office;10024
CL-12565;Clay Ludtke;Consumer;90004
DE-13255;Deanra Eno;Home Office;52001
SZ-20035;Sam Zeldin;Home Office;43130
LF-17185;Luke Foster;Consumer;90301
AB-10165;Alan Barnes;Consumer;98006
NM-18520;Neoma Murray;Consumer;60610
RA-19945;Ryan Akin;Consumer;75217
PO-19195;Phillina Ober;Home Office;94122
KA-16525;Kelly Andreada;Consumer;10024
JD-16150;Justin Deggeller;Corporate;10011
JO-15145;Jack O'Briant;Corporate;19140
LE-16810;Laurel Elliston;Consumer;19711
AH-10690;Anna Häberlin;Corporate;10024
KN-16705;Kristina Nunn;Home Office;36830
TB-21250;Tim Brockman;Consumer;90049
DP-13390;Dennis Pardue;Home Office;94110
KN-16705;Kristina Nunn;Home Office;27604
ST-20530;Shui Tom;Consumer;31204
EB-13870;Emily Burns;Consumer;37211
AH-10210;Alan Hwang;Consumer;37211
AS-10090;Adam Shillingsburg;Consumer;19143
EM-13825;Elizabeth Moffitt;Corporate;75081
KA-16525;Kelly Andreada;Consumer;8861
HJ-14875;Heather Jas;Home Office;32216
ND-18370;Natalie DeCherney;Consumer;32216
EH-13765;Edward Hooks;Corporate;2151
MH-17455;Mark Hamilton;Consumer;28540
CL-11890;Carl Ludwig;Consumer;94122
SF-20965;Sylvia Foulston;Corporate;43229
EP-13915;Emily Phan;Consumer;48127
RW-19630;Rob Williams;Corporate;66212
SJ-20500;Shirley Jackson;Consumer;87505
SP-20620;Stefania Perrino;Corporate;94110
PJ-19015;Pauline Johnson;Consumer;36608
CC-12610;Corey Catlett;Corporate;22153
MY-18295;Muhammed Yedwab;Corporate;19711
DB-13210;Dean Braden;Consumer;28601
MG-17875;Michael Grace;Home Office;33311
RH-19600;Rob Haberlin;Consumer;60188
KB-16240;Karen Bern;Corporate;56301
CA-12055;Cathy Armstrong;Home Office;90036
JK-15730;Joe Kamberova;Consumer;36608
RD-19930;Russell D'Ascenzo;Consumer;78745
JK-16120;Julie Kriz;Home Office;10009
SC-20020;Sam Craven;Consumer;75023
HW-14935;Helen Wasserman;Corporate;60653
SC-20800;Stuart Calhoun;Consumer;39212
HA-14920;Helen Andreada;Consumer;28314
MG-17875;Michael Grace;Home Office;60505
DM-12955;Dario Medina;Corporate;95823
DM-13345;Denise Monton;Corporate;50315
ML-17395;Marina Lichtenstein;Corporate;92105
GA-14515;George Ashbrook;Consumer;75081
SU-20665;Stephanie Ulpright;Home Office;39212
BD-11320;Bill Donatelli;Consumer;92024
DB-13405;Denny Blanton;Consumer;32839
RP-19855;Roy Phan;Corporate;47905
EH-13765;Edward Hooks;Corporate;10035
JL-15835;John Lee;Consumer;90049
FM-14380;Fred McMath;Consumer;10024
SB-20290;Sean Braxton;Corporate;42420
SV-20365;Seth Vernon;Consumer;43229
MM-17920;Michael Moore;Consumer;77840
RD-19810;Ross DeVincentis;Home Office;40475
ME-17320;Maria Etezadi;Home Office;60653
FH-14275;Frank Hawley;Corporate;19120
PO-18865;Patrick O'Donnell;Consumer;90036
CC-12550;Clay Cheatham;Consumer;90008
TS-21505;Tony Sayre;Consumer;94122
MD-17350;Maribeth Dona;Consumer;44312
GT-14755;Guy Thornton;Consumer;90049
RD-19660;Robert Dilbeck;Home Office;64055
DB-12910;Daniel Byrd;Home Office;75220
JK-15640;Jim Kriz;Home Office;98105
FC-14335;Fred Chung;Corporate;75150
JW-15955;Joni Wasserman;Consumer;11561
DC-12850;Dan Campbell;Consumer;33161
FM-14290;Frank Merwin;Home Office;93309
MT-17815;Meg Tillman;Consumer;39212
DK-13090;Dave Kipp;Consumer;68025
KD-16495;Keith Dawkins;Corporate;49201
AG-10300;Aleksandra Gannaway;Corporate;94122
MH-18115;Mick Hernandez;Home Office;43130
